analysis_version,classification,model_specification,analysis_role,sensitivity_dimension,review_id,group_id,test_name,starting_probability,sensitivity,specificity,information_bits,fraction_entropy_removed,post_negative_probability,crossing_probability
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.04,0.8092519071303678,0.7875347865439362,0.04445188418327276,0.18346395875003885,0.009991214095244328,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.05,0.8092519071303678,0.7875347865439362,0.05483988684416115,0.19148208624981167,0.012587385367123817,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.060000000000000005,0.8092519071303678,0.7875347865439362,0.06494799722557533,0.19834785463547014,0.01522477796706498,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.06999999999999999,0.8092519071303678,0.7875347865439362,0.07478077577553167,0.20436169018198347,0.01790438150363031,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.08,0.8092519071303678,0.7875347865439362,0.08434253488442628,0.2097138214486107,0.02062721751788989,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.09,0.8092519071303678,0.7875347865439362,0.09363735515717386,0.21453340298997503,0.023394340781886354,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.09999999999999999,0.8092519071303678,0.7875347865439362,0.10266910019987605,0.21891271816465638,0.026206840660978552,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.11,0.8092519071303678,0.7875347865439362,0.11144143008295138,0.22292032943320192,0.029065842543760257,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.12,0.8092519071303678,0.7875347865439362,0.11995781362175781,0.22660876821077153,0.031972509343497164,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.13,0.8092519071303678,0.7875347865439362,0.1282215395978901,0.23001929728127984,0.034928043075290495,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.14,0.8092519071303678,0.7875347865439362,0.13623572702907358,0.2331849995483597,0.03793368651346079,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.15000000000000002,0.8092519071303678,0.7875347865439362,0.1440033345824548,0.236132858830021,0.04099072493395294,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.16,0.8092519071303678,0.7875347865439362,0.15152716921479087,0.23888520692496001,0.0441004879468949,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.17,0.8092519071303678,0.7875347865439362,0.15880989411325816,0.24146075754000126,0.0472643514247991,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.18000000000000002,0.8092519071303678,0.7875347865439362,0.16585403600213355,0.24387536242239147,0.0504837395322817,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.19,0.8092519071303678,0.7875347865439362,0.172661991873225,0.24614257563921818,0.05376012686359018,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.2,0.8092519071303678,0.7875347865439362,0.17923603519149844,0.24827408222624092,0.057095040694679806,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.21000000000000002,0.8092519071303678,0.7875347865439362,0.18557832162172502,0.25028002895782286,0.060490063357064895,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.22,0.8092519071303678,0.7875347865439362,0.1916908943170398,0.25216928317788256,0.06394683474119713,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.23,0.8092519071303678,0.7875347865439362,0.19757568880596152,0.25394963788484765,0.0674670549376919,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.24000000000000002,0.8092519071303678,0.7875347865439362,0.20323453751060486,0.255627976066745,0.07105248702534027,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.25,0.8092519071303678,0.7875347865439362,0.20866917392543138,0.25721040372504567,0.07470496001551302,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.26,0.8092519071303678,0.7875347865439362,0.21388123648289076,0.25870235854563794,0.07842637196328783,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.27,0.8092519071303678,0.7875347865439362,0.2188722721296495,0.2601086994171686,0.08221869325641873,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.28,0.8092519071303678,0.7875347865439362,0.223643739634726,0.2614337807316927,0.0860839700941222,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.29000000000000004,0.8092519071303678,0.7875347865439362,0.22819701264874614,0.2626815144792612,0.09002432816858469,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.3,0.8092519071303678,0.7875347865439362,0.23253338253163214,0.26385542246563315,0.09404197656310907,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.31,0.8092519071303678,0.7875347865439362,0.23665406096435088,0.2649586804719341,0.09813921188192005,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.32,0.8092519071303678,0.7875347865439362,0.24056018235880983,0.26599415578917457,0.10231842262785089,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.33,0.8092519071303678,0.7875347865439362,0.24425280607862032,0.26696443926578695,0.10658209384544468,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.34,0.8092519071303678,0.7875347865439362,0.24773291848219953,0.26787187277902647,0.11093281204843641,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.35000000000000003,0.8092519071303678,0.7875347865439362,0.2510014347985542,0.2687185728642147,0.11537327045214477,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.36000000000000004,0.8092519071303678,0.7875347865439362,0.25405920084506245,0.26950645109701393,0.11990627453301703,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.37,0.8092519071303678,0.7875347865439362,0.2569069945956309,0.27023723171412933,0.12453474793944071,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.38,0.8092519071303678,0.7875347865439362,0.2595455276067493,0.27091246687031223,0.12926173877999264,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.39,0.8092519071303678,0.7875347865439362,0.26197544630817504,0.2715335498592366,0.1340904263175438,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.4,0.8092519071303678,0.7875347865439362,0.2641973331642474,0.2721017265689333,0.13902412810011539,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.41000000000000003,0.8092519071303678,0.7875347865439362,0.26621170771116875,0.2726181053961074,0.14406630756209385,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.42000000000000004,0.8092519071303678,0.7875347865439362,0.2680190274749471,0.27308366580557186,0.14922058213240555,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.43,0.8092519071303678,0.7875347865439362,0.26961968877411946,0.27349926568951805,0.15449073188953946,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.44,0.8092519071303678,0.7875347865439362,0.2710140274108187,0.27386564765503474,0.15988070880693722,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.45,0.8092519071303678,0.7875347865439362,0.27220231925322125,0.2741834443461254,0.16539464663627018,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.46,0.8092519071303678,0.7875347865439362,0.27318478071191954,0.27445318288761844,0.17103687148054886,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.47000000000000003,0.8092519071303678,0.7875347865439362,0.27396156911229047,0.27467528852214584,0.1768119131138982,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.48000000000000004,0.8092519071303678,0.7875347865439362,0.27453278296445827,0.27485008749718937,0.18272451711024937,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.49,0.8092519071303678,0.7875347865439362,0.27489846213201985,0.27497780924667226,0.18877965784920017,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.5,0.8092519071303678,0.7875347865439362,0.275058587900254,0.275058587900254,0.19498255247395943,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.01,0.6992893657020327,0.8783722673879686,0.012773320225694756,0.1580990771561473,0.003446162422809286,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.02,0.6992893657020327,0.8783722673879686,0.025113474187187387,0.17755499049900716,0.006938256366115978,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.03,0.6992893657020327,0.8783722673879686,0.037036499971079384,0.19052495502753167,0.010477206274868688,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.04,0.6992893657020327,0.8783722673879686,0.04855706548704501,0.2004070608752827,0.014063961569474067,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.05,0.6992893657020327,0.8783722673879686,0.05968863202162589,0.2084122423041638,0.017699497494975576,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.060000000000000005,0.6992893657020327,0.8783722673879686,0.07044359263154706,0.21513112133010198,0.02138481600511653,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.06999999999999999,0.6992893657020327,0.8783722673879686,0.08083339003285148,0.22090233805327994,0.0251209466829708,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.08,0.6992893657020327,0.8783722673879686,0.09086861764463902,0.2259406251202042,0.02890894769991807,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.09,0.6992893657020327,0.8783722673879686,0.10055910668944987,0.2303918913932165,0.032749906814839864,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.09999999999999999,0.6992893657020327,0.8783722673879686,0.10991400167212911,0.2343604144144376,0.03664494241551843,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.11,0.6992893657020327,0.8783722673879686,0.11894182610978432,0.2379236432989387,0.04059520460433265,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.12,0.6992893657020327,0.8783722673879686,0.12765054003448076,0.24114087082199676,0.044601876330464904,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.13,0.6992893657020327,0.8783722673879686,0.13604759051375548,0.2440586134351821,0.04866617457096052,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.14,0.6992893657020327,0.8783722673879686,0.1441399562144073,0.24671410618731673,0.05278935156311634,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.15000000000000002,0.6992893657020327,0.8783722673879686,0.15193418685928506,0.24913766060434522,0.05697269609082051,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.16,0.6992893657020327,0.8783722673879686,0.15943643828523624,0.25135430661387637,0.0612175348276187,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.17,0.6992893657020327,0.8783722673879686,0.1666525036955679,0.2533849670573533,0.06552523373944749,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.18000000000000002,0.6992893657020327,0.8783722673879686,0.1735878416067178,0.25524731748713314,0.06989719955014985,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.19,0.6992893657020327,0.8783722673879686,0.1802476009119659,0.2569564283367982,0.07433488127307639,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.2,0.6992893657020327,0.8783722673879686,0.18663664342160535,0.2585252530596209,0.07883977181227472,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.21000000000000002,0.6992893657020327,0.8783722673879686,0.1927595641863884,0.25996500499021036,0.08341340963698428,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.22,0.6992893657020327,0.8783722673879686,0.19862070986723224,0.26128545234216627,0.08805738053338191,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.23,0.6992893657020327,0.8783722673879686,0.20422419537745884,0.26249515199394907,0.09277331943776829,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.24000000000000002,0.6992893657020327,0.8783722673879686,0.2095739189929765,0.26360163683180615,0.09756291235564697,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.25,0.6992893657020327,0.8783722673879686,0.2146735760997336,0.26461156738677416,0.10242789837142818,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.26,0.6992893657020327,0.8783722673879686,0.21952667172566714,0.26553085568891,0.10737007175379025,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.27,0.6992893657020327,0.8783722673879686,0.2241365319855529,0.2663647672652784,0.11239128416205212,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.28,0.6992893657020327,0.8783722673879686,0.22850631455107678,0.2671180057699119,0.11749344695925765,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.29000000000000004,0.6992893657020327,0.8783722673879686,0.2326390182446707,0.2677947836834417,0.12267853363804118,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.3,0.6992893657020327,0.8783722673879686,0.2365374918437873,0.26839888174298465,0.1279485823657429,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.31,0.6992893657020327,0.8783722673879686,0.2402044421720675,0.26893369918125026,0.13330569865566927,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.32,0.6992893657020327,0.8783722673879686,0.24364244154498038,0.2694022964137356,0.13875205817185327,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.33,0.6992893657020327,0.8783722673879686,0.24685393462983402,0.2698074314765273,0.1442899096751645,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.34,0.6992893657020327,0.8783722673879686,0.24984124477334896,0.27015159125769944,0.14992157811914958,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.35000000000000003,0.6992893657020327,0.8783722673879686,0.25260657984414475,0.27043701836329054,0.15564946790455647,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.36000000000000004,0.6992893657020327,0.8783722673879686,0.25515203763236033,0.27066573430027224,0.16147606630211506,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.37,0.6992893657020327,0.8783722673879686,0.2574796108441389,0.27083955953348243,0.16740394705380893,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.38,0.6992893657020327,0.8783722673879686,0.25959119172475,0.27096013087349924,0.1734357741635949,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.39,0.6992893657020327,0.8783722673879686,0.26148857634062794,0.2710289165721445,0.17957430588929785,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.4,0.6992893657020327,0.8783722673879686,0.2631734685475213,0.27104722943738646,0.18582239894825006,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.41000000000000003,0.6992893657020327,0.8783722673879686,0.26464748366921165,0.2710162382265535,0.1921830129501463,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.42000000000000004,0.6992893657020327,0.8783722673879686,0.26591215190882217,0.2709369775334216,0.1986592150715669,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.43,0.6992893657020327,0.8783722673879686,0.26696892151257784,0.27081035634895123,0.20525418498768047,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.44,0.6992893657020327,0.8783722673879686,0.26781916170394077,0.2706371654456668,0.2119712200777872,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.45,0.6992893657020327,0.8783722673879686,0.2684641654043111,0.2704180837106914,0.21881374092260697,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.46,0.6992893657020327,0.8783722673879686,0.2689051517549423,0.2701536835313237,0.2257852971125692,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.47000000000000003,0.6992893657020327,0.8783722673879686,0.26914326845330955,0.26984443531897423,0.23288957338782676,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.48000000000000004,0.6992893657020327,0.8783722673879686,0.2691795939159286,0.26949071124168456,0.2401303961323081,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.49,0.6992893657020327,0.8783722673879686,0.26901513927847415,0.2690927882217749,0.24751174024585687,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,v0.40.0/v0.41.0 regularized GH15,model-family sensitivity,estimator,CD011134,legacy:CD011134:3,CEA at 5µg/L,0.5,0.6992893657020327,0.8783722673879686,0.26865085024302693,0.26865085024302693,0.2550377364203908,0.38086130898547527
0.42.0,empirical model-specific sensitivity example,regularized GH15 wider prior,prior sensitivity,prior,CD011134,legacy:CD011134:2,CEA at 2.5µg/L,0.01,0.803156182964274,0.8030103767788996,0.012125483819815746,0.15008061867331726,0.002469968446826485,0.2390257858606559
