source,source_version,review_id,review_title,doi,source_file,source_sha256,included_study_records,test_groups,stored_study_test_rows,reported_findings,model_candidates,primary_candidates
PMC Open Access,0.26.0,PMC:PMC12130278,Diagnostic Value of PET/CT for Ovarian Cancer Recurrence or Metastasis in Postoperative Patients With Elevated Serum CA125 Levels: A Systematic Review and Meta‐Analysis,,PMC12130278.xml,a14c83eadb8c3b87c0d86964fc34ebfda04dda150cc8c83f2fdf9da350b30c77,13,1,13,0,1,1
PMC Open Access,0.26.0,PMC:PMC12153147,Diagnostic accuracy of machine learning-based magnetic resonance imaging models in breast cancer classification: a systematic review and meta-analysis,,PMC12153147.xml,bfd38199163903b5a7e45c6dd04bd30ca5d74c49ad322c7baef2aacd0ed68b7a,12,1,12,0,1,1
PMC Open Access,0.26.0,PMC:PMC12158847,Systematic review and meta-analysis of diagnostic accuracy of one-step nucleic acid amplification for lymph node metastases of papillary thyroid carcinoma,,PMC12158847.xml,934ab1747185f7554753f1a40aae2bd0283effe177378ccdd70bcb5996fd77e3,7,1,7,0,1,1
PMC Open Access,0.26.0,PMC:PMC12185032,Imaging-Based AI for Predicting Lymphovascular Space Invasion in Cervical Cancer: Systematic Review and Meta-Analysis,,PMC12185032.xml,f4b8c341247e00ced39089f9dc637b1c64ea4c064aec788e6a967c50132c5337,4,1,4,0,0,0
PMC Open Access,0.26.0,PMC:PMC12191837,Artificial Intelligence in Laryngeal Cancer Detection: A Systematic Review and Meta-Analysis,,PMC12191837.xml,11d7e4587671ae4bd5cf1e3c85eba136f34bf3073f00b7e436becdd83ada69f2,13,1,32,0,0,0
PMC Open Access,0.26.0,PMC:PMC12224789,Artificial intelligence-assisted endobronchial ultrasound for differentiating between benign and malignant thoracic lymph nodes: a meta-analysis,,PMC12224789.xml,06bcafa8a97de545fe4f67abe755a7fe4e5058a7d06fff581cb5e2f71df4fca5,13,1,13,0,1,1
PMC Open Access,0.26.0,PMC:PMC12230399,Diagnostic Test Accuracy of Serum and Cerebrospinal Fluid C-Reactive Protein in Bacterial Meningitis: A Systematic Review and Meta-Analysis,,PMC12230399.xml,f043dc372d899a92acefbda84bca89ee871d94e81b9eb1d602bf84252c8cd850,22,1,25,0,0,0
PMC Open Access,0.26.0,PMC:PMC12247473,Diagnostic accuracy of isolated-check visual evoked potentials for glaucoma: a systematic review and meta-analysis,,PMC12247473.xml,9a2d10cd13f7af869cf6826b346aa5cd531c39153d3d6d5f321ce90b7792f359,10,1,10,0,1,1
PMC Open Access,0.26.0,PMC:PMC12260951,The diagnostic efficiency of tissue factor pathway inhibitor 2 methylation in the detection of colorectal cancer: a systematic review and meta-analysis,,PMC12260951.xml,c1935aef524da361300ff6b3bc9540ba93109eaa24f4cfcb3d2787694b6020f6,15,1,16,0,0,0
PMC Open Access,0.26.0,PMC:PMC12299215,Diagnostic Accuracy of Non-Radiologist-Performed Ultrasound for Diagnosing Acute Appendicitis in Pediatric Patients: A Systematic Review and Meta-Analysis,,PMC12299215.xml,260d20b3596066034f26594a927c2567731bbb47edc5bc9cf0d7b26af37ae678,8,1,8,0,1,1
PMC Open Access,0.26.0,PMC:PMC12308927,"The role of ultrasound-guided tru-cut biopsy in ovarian cancer: a systematic review of its safety, adequacy, and accuracy with meta-analysis of diagnostic performance",,PMC12308927.xml,711b9184d328140aa5a0b1c5f55ca490238cfd2ace03b4b5d1f90785f2d3a9ba,10,1,10,0,1,1
PMC Open Access,0.26.0,PMC:PMC12377466,Radiogenomic profiling to determine BRCA alteration status—a systematic review and meta-analysis,,PMC12377466.xml,c8d1de9a83ba0e38a99f4e1b1321abac5088fbc6d08aee17d88b10f2d2239d3d,10,1,10,0,1,0
PMC Open Access,0.26.0,PMC:PMC12401319,Meta-analysis of serum amyloid A for the diagnosis of neonatal sepsis: A comprehensive evaluation of diagnostic accuracy and clinical utility,,PMC12401319.xml,c802997857bf11add63824af0bd2bb8d650e966b7541a96cc2612f01f19e3f9c,16,1,16,0,1,1
PMC Open Access,0.26.0,PMC:PMC12417917,Diagnostic performance of magnetic resonance imaging for lateral pelvic lymph node metastasis in patients with rectal carcinoma: a meta-analysis and systematic review,,PMC12417917.xml,06488dfe8d58f6ddcabb5d9660eed2d73727d171614a216b09dfdd46490daffa,12,1,12,0,1,1
PMC Open Access,0.26.0,PMC:PMC12428742,"Non-Invasive vs. Invasive Markers in Ulcerative Colitis: A Systematic Review of Intestinal Ultrasound, Biopsy, and Faecal Calprotectin",,PMC12428742.xml,725814611cd1f375edc9cf72a5272c12d416166b322eae2a26539c9b22044c77,2,1,5,0,0,0
PMC Open Access,0.26.0,PMC:PMC12432652,Myocardial contrast echocardiography predicts major adverse cardiovascular and cerebrovascular events in the population after percutaneous coronary intervention—a systematic review and meta-analysis,,PMC12432652.xml,700f0aae10308c58148274c558395647cd0911081d85ff5f90e4ffb6fd7be204,7,2,18,0,1,1
PMC Open Access,0.26.0,PMC:PMC12474546,Intraoperative frozen section examination for penile cancer surgery: a systematic review,,PMC12474546.xml,cccf61d4f5bc912e537b4ccc493a1b7087907618cde56e9aa99a918fe1a7804d,7,1,14,0,0,0
PMC Open Access,0.26.0,PMC:PMC12484157,Diagnostic performance of dynamic electrocardiography in the diagnosis of myocardial ischemic attack in coronary heart disease: a systematic review and meta-analysis,,PMC12484157.xml,587a8a543170f040dac511304771dc96765cee9457f5f4e36764e231b6ce7d55,24,1,24,0,1,1
PMC Open Access,0.26.0,PMC:PMC12502119,Artificial intelligence for the prediction of posthepatectomy recurrence in hepatocellular carcinoma: a systematic review and meta-analysis,,PMC12502119.xml,665fd3d5b09369eee170c1a43f47f302523260af251ad5db0ea690fc7305d5e5,20,1,20,0,1,1
PMC Open Access,0.26.0,PMC:PMC12505528,"Presepsin as a diagnostic biomarker for sepsis across neonates, children, and adults: A meta-analysis",,PMC12505528.xml,b499166ffffa0e867e16dd9d9f3e8674f5142d48ec6ad629b67143a4ee7438cd,47,1,47,0,1,1
PMC Open Access,0.26.0,PMC:PMC12520172,Evaluation of the diagnostic efficacy of core biomarkers in cerebrospinal fluid for Alzheimer’s disease: a systematic review and meta-analysis,,PMC12520172.xml,4cf24c184d18aad146276102a6847d8ec717926a7b8cb1def57f2985eedadf38,23,1,75,0,0,0
PMC Open Access,0.26.0,PMC:PMC12568919,MRI radiomics prediction modelling for pathological complete response to neoadjuvant chemoradiotherapy in locally advanced rectal cancer: a systematic review and meta-analysis,,PMC12568919.xml,72bb27d876ad06a713c8f5932bcdd516d432952511f5960a35a609d649e6ea7a,12,1,12,0,1,1
PMC Open Access,0.26.0,PMC:PMC12575230,Kidney injury molecule 1 in the early detection of acute kidney injury—a systematic review and meta-analysis,,PMC12575230.xml,2c809c9d50e8a2ec60d381ba05bab0b6f3a80fe20c7a6afb98c378b4049675fc,41,1,79,0,0,0
PMC Open Access,0.26.0,PMC:PMC12596863,The diagnostic performance of machine learning-based FFRCT for coronary artery disease: A meta-analysis,,PMC12596863.xml,d5ac8771872491e8fcc4982409ed498cdc282d3f0f8a464680544eaa63e75745,13,1,13,0,1,1
PMC Open Access,0.26.0,PMC:PMC12634740,A meta-analysis of the diagnostic accuracy of dual-energy computed tomography for endoleak detection after endovascular aneurysm repair,,PMC12634740.xml,040ff524456afd6febb7c96ca07aba32ecdf6900b03f05680aa38808afeffb9e,12,1,16,0,0,0
PMC Open Access,0.26.0,PMC:PMC12639880,Diagnostic accuracy of artificial intelligence in the diagnosis of pemphigus and pemphigoid groups of disorders based on clinical images: A systematic review and meta-analysis,,PMC12639880.xml,84fb2ef865db5b74332552fd5e7ee2e1469deec9b34768a2bcfe67e1d3fd1c83,5,1,10,0,0,0
PMC Open Access,0.26.0,PMC:PMC12653312,Diagnostic Accuracy of Urine-Based HPV Testing Compared With Clinician-Collected Cervical Samples for Cervical Intraepithelial Neoplasia Grade 2 or Worse (CIN2+) Detection: A Systematic Review and Meta-Analysis,,PMC12653312.xml,8eefa043db502babd4169cacbfb68eefc21afcc273aa135a5a4c9b8d896500b4,4,1,4,0,0,0
PMC Open Access,0.26.0,PMC:PMC12653470,Diagnostic Accuracy of Artificial Intelligence in Predicting Anti-VEGF Treatment Response in Diabetic Macular Edema: A Systematic Review and Meta-Analysis,,PMC12653470.xml,41e25d2e1c486949d5c20e6a3d19e90459058dc70a488161f05f0ec785dc2003,6,1,6,0,1,1
PMC Open Access,0.26.0,PMC:PMC12665772,Optimizing pediatric AKI diagnosis: a patient-tailored meta-analysis of urinary TIMP-2/IGFBP7 performance across clinical scenarios and assay platforms,,PMC12665772.xml,d2d3dde922b7054739f0c6b11295b94f89f2a6859e1d16bd4fb2beadb0aec1c5,15,1,15,0,1,1
PMC Open Access,0.26.0,PMC:PMC12699939,FujiLAM assays for tuberculosis detection in people with HIV: a systematic review and meta-analysis,,PMC12699939.xml,a1ba9b7a872b156249d4e84f93b24de1c1c2b9759f04474ebaf290bfb6fff7f9,1,1,14,0,0,0
PMC Open Access,0.26.0,PMC:PMC12702517,Diagnostic Accuracy of End-Tidal Carbon Dioxide for Assessing Diabetic Ketoacidosis: A Systematic Review and Meta-Analysis,,PMC12702517.xml,b7ae9f76926f4140369959ccba8f1d10dd0f55820c6e8620f024abcf24dccd64,8,1,8,0,1,1
PMC Open Access,0.26.0,PMC:PMC12702728,Artificial intelligence based on ultrasound for initial diagnosis of malignant ovarian cancer: a systematic review and meta-analysis,,PMC12702728.xml,d5ffbbdae73008ebc211ecf86218a1a10b47f1dd81ba654bbf387244ce35774a,17,1,17,0,1,1
PMC Open Access,0.26.0,PMC:PMC12727629,Diagnostic value of RAS mutations in Bethesda category IV thyroid nodules: a systematic review and meta-analysis,,PMC12727629.xml,5fd69679845aa112dd0b906ad5df52476aa6ee38d0b118d301ffe9921544aa63,16,1,20,0,0,0
PMC Open Access,0.26.0,PMC:PMC12734481,Diagnostic Accuracy of Non-Contrast CT for Acute Appendicitis in the Emergency Department: A Systematic Review and Meta-Analysis,,PMC12734481.xml,ac77e41d3c7668989029066ba26a2ad58c8cb26a349e5f1bb55351f330c506e5,11,1,11,0,1,1
PMC Open Access,0.26.0,PMC:PMC12749862,Diagnostic accuracy of miRNAs in attention-deficit/hyperactivity disorder: a systematic review and meta-analysis,,PMC12749862.xml,48efaf30c788774e97a54679c7c08d82aea45c1a98eafff4f2e7ff8f3d3047f4,11,1,30,0,0,0
PMC Open Access,0.26.0,PMC:PMC12766350,Diagnostic sensitivity and specificity of enhanced computed tomography in colorectal tumors: a meta-analysis and systematic review,,PMC12766350.xml,39fb6a21961d85519c6328ee0cd4c979271bbf7dcf1ff7813df7b5fb58be1617,9,1,9,0,1,1
PMC Open Access,0.26.0,PMC:PMC12774531,Diagnostic Performance of [ 18 F]FDG PET/MRI and [ 18 F]FDG PET/CT in the Detection of Lymph Node Metastases in Colorectal Cancer: A Meta-analysis,,PMC12774531.xml,436fa9bc0fe3dd0121559bf076a211bc38a82bb2131949ac8c8250d94dcf9f77,23,1,26,0,0,0
PMC Open Access,0.26.0,PMC:PMC12780560,Diagnosis of axillary lymph node metastasis in breast cancer: a systematic review and meta-analysis of the literature on ultrasound and magnetic resonance imaging published from 2014 to 2025,,PMC12780560.xml,78df37acb3074a6ef496e47df9ecadb4eb61eeeb105f2fd6a7fed8a397c4ce85,46,3,53,0,3,1
PMC Open Access,0.26.0,PMC:PMC12790414,Evaluating the Role of Urinary Amylase in Diagnosing Acute Pancreatitis: A Systematic Review and Meta-Analysis,,PMC12790414.xml,e3e75d7ae59006cad85aa6a56848e26462188029eef3e231d96609b706f15bc5,6,1,10,0,0,0
PMC Open Access,0.26.0,PMC:PMC12794522,Decoding the Unseen: A Systematic Review of the Analytical Performance of Nitazene Test Strips for Identifying Synthetic Opioids in Seized Drug Materials,,PMC12794522.xml,f3f4d5b2e3c85d7f200adfc94f3eb97ae43278920dd95fc71d18f3fb65c9a467,1,1,2,0,0,0
PMC Open Access,0.26.0,PMC:PMC12796788,Machine and deep learning models for ligament injury recognition: a systematic review and meta-analysis of imaging and novel diagnostic techniques,,PMC12796788.xml,8caeeec237bebde2cd7f09ccb205da59bd9c3c239825794097d4efc19621105b,22,1,22,0,1,1
PMC Open Access,0.26.0,PMC:PMC12811601,LncRNAs as Emerging Diagnostic Biomarkers for Cardiovascular Diseases: Evidence Synthesis Through Systematic Review and Meta-Analysis,,PMC12811601.xml,a018d0f1e2f09cde693424439ad04eb27de72dad129a35fc48455af2459a3c47,15,1,18,0,0,0
PMC Open Access,0.26.0,PMC:PMC12822264,Accuracy of junior doctor plain trauma X-ray interpretation: a systematic review and meta-analysis,,PMC12822264.xml,17558f783c447a3c2ed9e259cd496cd6c85011f90c6af968146d8f47042a9d84,6,1,6,0,1,1
PMC Open Access,0.26.0,PMC:PMC12849663,MicroRNAs diagnostic value or IgAN: a meta-analysis,,PMC12849663.xml,e9027c21d1025efdc29ef05d157f5f34757246c2b595730e275a5c98d92f9307,9,1,20,0,0,0
PMC Open Access,0.26.0,PMC:PMC12866021,Diagnostic accuracy of deep learning using ultra-widefield fundus imaging for retinal detachment: a systematic review and meta-analysis,,PMC12866021.xml,9b5805cb603a31c47a50ea6dc5fc5d83ae1d8f9cabdfe7851a437fd6c905f828,11,1,11,0,1,1
PMC Open Access,0.26.0,PMC:PMC12872155,Diagnostic Accuracy of the Serum-free Androgen Index in Diagnosing Polycystic Ovary Syndrome: An Updated Systematic Review and Meta-analysis,,PMC12872155.xml,9b89a19835b6112524f9f27eb4582de298414f8cc628383509efd552c61f3475,14,1,14,0,1,1
PMC Open Access,0.26.0,PMC:PMC12894240,Deep learning for detecting early gastric cancer with white-light endoscopy: a systematic review and meta-analysis,,PMC12894240.xml,aff3ae0a491a0f85ce396512f5b9c7f86ddcc4a3792b8f05166f1c4380d16d3f,7,1,8,0,0,0
PMC Open Access,0.26.0,PMC:PMC12925023,Value of Machine Learning Models for Cell-Free DNA-Based Multi-Cancer Early Detection: A Systematic Review and Meta-Analysis,,PMC12925023.xml,b50bf92e1aefb92e8f9150a37351d304f844b2852c84aa91745a7f8b43e3034a,13,1,23,0,0,0
PMC Open Access,0.26.0,PMC:PMC12945839,Application value of FRAX in high-altitude areas in China: a systematic review and meta-analysis,,PMC12945839.xml,67f01566e7b1634bcaa30abf0dc39c8e6b819da076a915fc53f8aa494db6fde7,11,1,28,0,0,0
PMC Open Access,0.26.0,PMC:PMC12957155,Diagnostic performance of dual-energy CT for differentiating acute intracranial hemorrhage from contrast staining: a systematic review and meta-analysis,,PMC12957155.xml,652f9261755fb8a71bf1e2414f667312259e41eff22b2ba797af77113425e20e,12,1,12,0,1,1
PMC Open Access,0.26.0,PMC:PMC12966028,Evaluation of the diagnostic accuracy of COVID-19 antigen tests: A systematic review and meta-analysis,,PMC12966028.xml,3e76771da7f5393760da8c5e38ba553fc62a08297c1f1b8fd8081ec35fa0417d,14,1,14,0,1,1
PMC Open Access,0.26.0,PMC:PMC12969487,Fine‐Needle Aspiration Versus Core Needle Biopsy for Malignant Cervical Lymphadenopathy: A Meta‐Analysis and Systematic Review,,PMC12969487.xml,1df2fea5076809f045547b09be97917f509ae06b971f67ce18afb9e324b8780e,4,1,4,0,0,0
PMC Open Access,0.26.0,PMC:PMC12979143,Diagnostic accuracy of initial serum β-hCG in predicting pregnancy outcomes post-SET in IVF/ICSI cycles: a systematic review and meta-analysis,,PMC12979143.xml,ec3addefd8a5d69cf68d4f570b419b7693e04fbc088ac7ad715443775f1408d3,15,2,21,0,1,1
PMC Open Access,0.26.0,PMC:PMC12984992,Diagnostic Accuracy of Raman Spectroscopy for Oral Potentially Malignant Disorders: A Systematic Review and Meta-Analysis,,PMC12984992.xml,f78877712be51c09a5e35122a18836d232c4eda3f7ecff7c7ba066d1d09fbd96,11,1,11,0,1,1
PMC Open Access,0.26.0,PMC:PMC13030614,Diagnostic Test Accuracy and Semi-Quantitative Metrics of 18 F-FDG PET in Assessing Treatment Response in Skull Base Osteomyelitis and Necrotising Otitis Externa: A Systematic Review and Meta-Analysis,,PMC13030614.xml,3e311cf0576459a3d8112b02e54aa700e897fb9df9fad0f2d7ffcdae5a6892b1,5,1,5,0,1,1
PMC Open Access,0.26.0,PMC:PMC13080120,Point-of-care ultrasound for central venous catheter confirmation and complications in the emergency department: A systematic review and meta-analysis,,PMC13080120.xml,11fafaff168c04b1dc14e1a1acc91c26219fc564e49619fcb48accf2c0c140e8,7,1,7,0,1,1
PMC Open Access,0.26.0,PMC:PMC13086779,Image-guided puncture for differentiating malignant from benign peritoneal lesions: a systematic review and meta-analysis,,PMC13086779.xml,969f52515a6b298cf96f7127f58ee50a4259dc46694265ba49b1f284fe9851cf,15,1,15,0,1,1
PMC Open Access,0.26.0,PMC:PMC13089450,A systematic review of comparative accuracy studies of the Kato-Katz and spontaneous sedimentation methods for schistosomiasis diagnosis,,PMC13089450.xml,4b86c36f3e66b0ea780427d02b12baaf11b69cc4cf6ad2eb2214584ba2efeb8c,3,1,3,0,0,0
PMC Open Access,0.26.0,PMC:PMC13097200,Diagnostic Accuracy of CircRNAs for Detecting Gastrointestinal Cancers: An Updated Meta-analysis,,PMC13097200.xml,b3c68aad904b16429fcc02a02069ad3a8124420acaa739d67674bd0d2f42c17e,79,4,93,0,2,1
PMC Open Access,0.26.0,PMC:PMC13115080,Diagnostic Accuracy of MUM1 (IRF4) Immunohistochemistry in Chronic Endometritis: A Systematic Review and Bayesian Meta-Analysis,,PMC13115080.xml,f81ae0b2bcb1d89702f1cece104fa3b07e7618316455b250ca324f0b9b5ceb87,4,1,4,0,0,0
PMC Open Access,0.26.0,PMC:PMC13160431,Accuracy of AI-assisted diagnostic tools for Schistosoma haematobium : A systematic review and meta-analysis,,PMC13160431.xml,a38d40fa430bfdbca5dee8d535d1c6f6d99ac75d53a73558b731a511f7c18149,13,1,15,0,0,0
PMC Open Access,0.26.0,PMC:PMC13213728,Diagnostic accuracy of HPV DNA in oral gargle and rinse samples for Head and neck squamous cell carcinoma: A systematic review and meta-analysis,,PMC13213728.xml,6b237d976b4cad5d676da47b48117474b5995f22ab6bd0f676f016b1c30c3817,15,1,15,0,1,1
PMC Open Access,0.26.0,PMC:PMC13237710,The prognostic value of the CALLY index in sepsis: a systematic review and meta-analysis,,PMC13237710.xml,8c367177b34d00af6e0e77fad1b50e1f99d620e96941bdca67f1cfc81d505eb9,2,1,2,0,0,0
PMC Open Access,0.26.0,PMC:PMC13280124,Diagnostic test accuracy meta-analysis of transcranial motor evoked potential monitoring for the prediction of postoperative neurological deficits in ossification of the posterior longitudinal ligament surgery,,PMC13280124.xml,a094d0bba06e0c84e78487abb9e6d13d273c4f620a5fc31b7585126b5a1e2f99,5,1,5,0,1,1
PMC Open Access,0.26.0,PMC:PMC13328951,Radiomics-Based AI for the Diagnosis and Prognosis of Vessels Encapsulating Tumor Clusters in Hepatocellular Carcinoma: Systematic Review and Meta-Analysis,,PMC13328951.xml,32da855cf6ae0b1db8287e11bc421a709ac20c4f29aceff111e00f8afffd5a77,8,1,9,0,0,0
PMC Open Access,0.26.0,PMC:PMC13349763,Diagnostic accuracy of imaging modalities for primary small-bowel tumors: a systematic review and diagnostic test accuracy meta-analysis,,PMC13349763.xml,7296c92ec2c090d5909add64adf5062804792687e6179ec35127cef5c0cd6b52,21,1,38,0,0,0
PMC Open Access,0.26.0,PMC:PMC13389888,Insulinoma-associated Protein-1 as a Biomarker for Diagnosis of Small Cell Lung Cancer: A Meta-analysis,,PMC13389888.xml,2c53fc00171864ad4df6d195d511d86e1e3d668b89d1eb2db1028044ba86c18f,10,1,10,0,1,1
PMC Open Access,0.26.0,PMC:PMC13393513,Diagnostic Accuracy of Size‐Based Preoperative CT Assessment for Predicting Lymph Node Metastasis in Colon Cancer: A Systematic Review and Meta‐Analysis,,PMC13393513.xml,4b4f3cca708420fc5ab22a5f3360b1764af82d39b016823a5bfd7c19d3119777,29,1,29,0,1,1
PMC Open Access,0.26.0,PMC:PMC13428463,Comparative Diagnostic Performance of Cone Beam Computed Tomography and Dual‐Energy X‐Ray Absorptiometry for Low Bone Density Assessment. A Systematic Review and Meta‐Analysis,,PMC13428463.xml,ca979126e95fa877d6b77ddfffc6beaf8ba37bd189f4cab123b803473cd10eda,13,1,69,0,0,0
PMC Open Access,0.26.0,PMC:PMC13444374,Diagnostic Accuracy of MRI-Based Artificial Intelligence Models for Distinguishing Alzheimer's Disease and Mild Cognitive Impairment From Cognitively Normal Controls: A Systematic Review and Meta-Analysis,,PMC13444374.xml,b4a34afa507321fd99d560e940cf57f60a45947adfdaa8fd57a7588e885d85b2,7,1,7,0,1,1
PMC Open Access,0.26.0,PMC:PMC13477498,Diagnostic Test Accuracy of Serum Glutamate Dehydrogenase (GLDH) for Drug-Induced Liver Injury: A Meta-Analysis,,PMC13477498.xml,68ae69db3720e5bb3a5a2adba14f4e488b717234d067bdfb20bee0dd8e892220,6,1,6,0,1,1
PMC Open Access,0.26.0,PMC:PMC6958609,Diagnostic value of serum soluble triggering expressed receptor on myeloid cells 1 (sTREM-1) in suspected sepsis: a meta-analysis,,PMC6958609.xml,eb686cc4c1c4f8991f9ada2adfe8f91935e38b8d95884db1b0acf2e9747c64f3,19,1,19,0,1,1
PMC Open Access,0.26.0,PMC:PMC6994169,Test accuracy of polymerase chain reaction methods against conventional diagnostic techniques for Cutaneous Leishmaniasis (CL) in patients with clinical or epidemiological suspicion of CL: Systematic review and meta-analysis,,PMC6994169.xml,5798a989abe4c0ffbaf57df7aefcf00282a5411a249301b687a7643ebc6c961e,24,1,24,0,1,1
PMC Open Access,0.26.0,PMC:PMC7006196,Targeted antenatal anti-D prophylaxis for RhD-negative pregnant women: a systematic review,,PMC7006196.xml,67f51d28e97d69b4550dbb4f28ef23eee22e00973787822b0bf9808228a74269,10,1,10,0,1,1
PMC Open Access,0.26.0,PMC:PMC7041858,Diagnostic accuracy of genetic markers and nucleic acid techniques for the detection of Leptospira in clinical samples: A meta-analysis,,PMC7041858.xml,3b719e3130b0403bf4d7a7c7d08b9ed6aac7283ec2fd8c4284bf0cbc0c4373a8,42,1,58,0,0,0
PMC Open Access,0.26.0,PMC:PMC7072104,Hepatic Subcapsular Flow as a Significant Diagnostic Marker for Biliary Atresia: A Meta-Analysis,,PMC7072104.xml,680cadf11bda4af802a60263ed6e91e2a120e0bf999354d24ab92401949f657e,8,1,9,0,0,0
PMC Open Access,0.26.0,PMC:PMC7087326,Comparison of diagnostic accuracy of Midkine and AFP for detecting hepatocellular carcinoma: a systematic review and meta-analysis,,PMC7087326.xml,3ae512ffff0a27ed30845dbf8d3d98214ceb35dbae6d5e7535f945dc427675b1,3,1,3,0,0,0
PMC Open Access,0.26.0,PMC:PMC7117687,Predictive value of cystatin C and neutrophil gelatinase-associated lipocalin in contrast-induced nephropathy: A meta-analysis,,PMC7117687.xml,64edae6f22c1baeb33be5b59c9ac04e5d3713848513cae93c468a0709b77252c,31,36,36,0,0,0
PMC Open Access,0.26.0,PMC:PMC7170259,Contrast-enhanced ultrasound for the differential diagnosis of thyroid nodules: An updated meta-analysis with comprehensive heterogeneity analysis,,PMC7170259.xml,8cb38b32d75e6389e01d3dd38413dbc49718c5ac6943b2a939e7bcf8ddfd26c2,37,1,37,0,1,1
PMC Open Access,0.26.0,PMC:PMC7206785,Furosemide stress test as a predictive marker of acute kidney injury progression or renal replacement therapy: a systemic review and meta-analysis,,PMC7206785.xml,1f44f4dc7828cafa0e8779a884203f666e33c7f06b5470a06b1ec89a7096cad1,12,1,17,0,0,0
PMC Open Access,0.26.0,PMC:PMC7230994,Delta Neutrophil Index for the Prediction of Prognosis in Acute Gastrointestinal Diseases; Diagnostic Test Accuracy Meta-Analysis,,PMC7230994.xml,2ec477e0ca75122076c95a93105b78ce3e4c2ffd6a6e2f53bc571ba251834cac,11,1,11,0,1,1
PMC Open Access,0.26.0,PMC:PMC7277843,The Effects of Early Bispectral Index to Predict Poor Neurological Function in Cardiac Arrest Patients: A Systematic Review and Meta-Analysis,,PMC7277843.xml,bebc719c570f929c484b524de9c5bba6571ff1cbf636c19673d4d793f0ac8f92,11,1,11,0,1,1
PMC Open Access,0.26.0,PMC:PMC7336331,Value of intravoxel incoherent motion in detecting and staging liver fibrosis: A meta-analysis,,PMC7336331.xml,a633d46f69262e896179daf4cede4330ee02ff2185ab4224c646497bcc5082db,12,1,24,0,0,0
PMC Open Access,0.26.0,PMC:PMC7346103,Elevated Urinary Neutrophil Gelatinase-Associated Lipocalin Is a Biomarker for Lupus Nephritis: A Systematic Review and Meta-Analysis,,PMC7346103.xml,28a206d36c8f86a85a646fc59a75331004558b15b0ec6bd576a40392a384902e,19,1,27,0,0,0
PMC Open Access,0.26.0,PMC:PMC7430004,Diagnostic accuracy of D-dimer in periprosthetic joint infection: a diagnostic meta-analysis,,PMC7430004.xml,6533f4c35bfb1f46cb53eeec9acc43df11dcff1d74e9f44e0a3d4002e4987b84,9,1,9,0,1,1
PMC Open Access,0.26.0,PMC:PMC7539761,Diagnostic Accuracy of Next Generation Sequencing Panel using Circulating Tumor DNA in Patients with Advanced Non-Small Cell Lung Cancer: A Systematic Review and Meta-Analysis,,PMC7539761.xml,a6780ef2252b4ae3c466eac909aba136569a261296d0ba7797bd04a37d06ffc2,10,1,10,0,1,1
PMC Open Access,0.26.0,PMC:PMC7602716,Diagnostic Test Accuracy of the 4AT for Delirium Detection: A Systematic Review and Meta-Analysis,,PMC7602716.xml,efbb45465fe3efa6ac0bde0af2b2eb738cd611deb670fb9e963e32d463c7292e,13,1,13,0,1,1
PMC Open Access,0.26.0,PMC:PMC7667659,Predictive values of neutrophil-to-lymphocyte ratio on disease severity and mortality in COVID-19 patients: a systematic review and meta-analysis,,PMC7667659.xml,6eda21e3cb624eb5959b31db1dd5c5af9a11e964c28eb77b6fe28e770b27e57b,20,1,23,0,0,0
PMC Open Access,0.26.0,PMC:PMC7738974,MicroRNAs as potential biomarkers for the diagnosis of Traumatic Brain Injury: A systematic review and meta-analysis,,PMC7738974.xml,9f452ff6c37b4335a23f68ae2428561737fc40fd5a15539dcec38434c771ea09,7,1,45,0,0,0
PMC Open Access,0.26.0,PMC:PMC7821724,Use of the A2DS2 scale to predict morbidity in stroke-associated pneumonia: a systematic review and meta-analysis,,PMC7821724.xml,7f96ec44e972e6b4a73b3efd66da0acad9ec04927a47128ecdd0bc6bf8979fce,29,1,29,0,1,1
PMC Open Access,0.26.0,PMC:PMC7871085,Accuracy of angiopoietin-2 for predicting organ failure in patients with acute pancreatitis: a systematic review and meta-analysis,,PMC7871085.xml,24bdbc16171d367a10ac7b8891584289b4b7c9a1111b33b3a58db61c44548acc,6,1,7,0,0,0
PMC Open Access,0.26.0,PMC:PMC7878092,Diagnostic and Prognostic Role of miR-192 in Different Cancers: A Systematic Review and Meta-Analysis,,PMC7878092.xml,45afaaa84fc9539e411adc88525047e48660f76f03d0a273e42fc42b22150449,10,1,11,0,0,0
PMC Open Access,0.26.0,PMC:PMC7911314,Diagnostic Accuracy of the Magnetic Resonance Imaging in Adult Post-Ganglionic Brachial Plexus Traumatic Injuries: A Systematic Review and Meta-Analysis,,PMC7911314.xml,fe292a4b9a73c5c68d9707b097db43d3e200fee02278a507a779b32dc2d6bd07,3,1,3,0,0,0
PMC Open Access,0.26.0,PMC:PMC7943297,Diagnostic Accuracy of 18F-FDG-PET/CT and MRI in Predicting the Tumor Response in Locally Advanced Cervical Carcinoma Treated by Chemoradiotherapy: A Meta-Analysis,,PMC7943297.xml,06c37d31340d95926ac67f244b5a59409f671c9c3ddf4b6601742fa3a9b6d51e,12,1,14,0,0,0
